18.4805055,-69.8231343,"Santo Domingo Este","Dominican Republic","Avenida Hípica","2023-04-28 10:07:22"
18.4123392,-68.9700864,Caleta,"Dominican Republic",Unknown,"2023-04-28 10:07:35"
